isin,name,asset_type,asset_subtype,risk_bucket,confidence,has_cv2,has_pev2,has_asset_mix,has_eco_expo,has_ms,has_derived,mix_scale,eco_scale,mix_equity,mix_bond,mix_cash,mix_other,mix_sum,eco_equity,eco_bond,eco_cash,eco_other,eco_sum,retrocession,issue_count,top_severity
LU0616857313,DWS Invest Brazilian Equities NC,equity,EMERGING_MARKETS_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.953,0,0.047,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0628612748,BlackRock Global Funds - European Equity Income Fund E2,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9992,0.0003,0.0006,0,1.0001,100,0,0,0,100.0000,1.14,2,BLOCKER
LU0630951415,Fidelity Funds - Emerging Asia Fund E-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9805,0.003,0.0113,0.0052,1.0000,100,0,0,0,100.0000,1.4,2,BLOCKER
LU0631859229,Bellevue Funds (Lux) - Bellevue Entrepreneur Europe Small B ,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0637302547,Nordea 1 - Emerging Market Corporate Bond Fund BP EUR,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0637335638,Nordea 1 - Indian Equity Fund BP EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.96,0,0.0398,0.0002,1.0000,100,0,0,0,100.0000,0.0069,1,BLOCKER
LU0658026512,AXA IM Fixed Income Investment Strategies - Europe Short Dur,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9495,0.0375,0.013,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0661986348,JPMorgan Funds - Euroland Dynamic Fund D (perf) (acc) - EUR,equity,EUROZONE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9649,0.0016,0.0336,0,1.0001,100,0,0,0,100.0000,1.23,2,BLOCKER
LU0690375182,Fundsmith Equity Fund T EUR Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.994,0,0.006,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0702159772,Fidelity Funds - Asian Smaller Companies Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9774,0.0042,0.0121,0.0063,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0704154706,RAM (Lux) Systematic Funds - Emerging Markets Equities O EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9891,0,0.0109,0,1.0000,100,0,0,0,100.0000,0.5,1,BLOCKER
LU0706127809,UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0712123511,Morgan Stanley Investment Funds - Global Fixed Income Opport,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.879198,0.120802,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0733673288,Nordea 1 - European Cross Credit Fund BP EUR,fixed_income,CORPORATE_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9663,0.0337,0,1.0000,0,100,0,0,100.0000,0.48,1,BLOCKER
LU0766123821,Fidelity Funds - China Focus Fund E-Acc-EUR,EQUITY,EMERGING_MARKETS_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.5,1,MEDIUM
LU0769137737,BlackRock Global Funds - Continental European Flexible Fund ,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9923,0.0012,0.0065,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0772958525,Nordea 1 - North American Sustainable Stars Equity Fund BP U,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.995,0,0.005,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0778324086,Fidelity Funds - Asian Special Situations Fund E-Acc-EUR,EQUITY,ASIA_PACIFIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0795636256,Schroder International Selection Fund Emerging Markets Hard ,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0813337002,DWS Invest Latin American Equities NC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9441,0,0.0559,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0815263628,Morgan Stanley Investment Funds - Emerging Leaders Equity Fu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.944934,0.001628,0.053438,0,1.0000,100,0,0,0,100.0000,0.97,1,BLOCKER
LU0823394852,BNP Paribas Funds Global Convertible Classic RH EUR Capitali,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0823411706,BNP Paribas Funds Consumer InnovatorsClassic Capitalisation,equity,SECTOR_EQUITY_CONSUMER_CYCLICAL,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9991,0,0.0009,0,1.0000,100,0,0,0,100.0000,0.85,1,BLOCKER
LU0823421689,BNP Paribas Funds Disruptive Technology Classic Capitalisati,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9645,0,0.0355,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0826452848,DWS Invest II Global Equity High Conviction Fund LC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.965,0,0.035,0,1.0000,100,0,0,0,100.0000,0.7,1,BLOCKER
LU0826453226,DWS Invest II Global Equity High Conviction Fund NC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.965,0,0.035,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0835722488,RAM (Lux) Systematic Funds - Emerging Markets Equities OP EU,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9891,0,0.0109,0,1.0000,100,0,0,0,100.0000,1,1,BLOCKER
LU0842066523,SIH FCP - Balanced A Classic,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.4347,0.4228,0.1417,0.0007,0.9999,50,50,0,0,100.0000,1.9,2,BLOCKER
LU0849399786,Schroder International Selection Fund EURO High Yield A Accu,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0857700040,Fidelity Funds - European Dividend Fund A-MINCOME(G)-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9169,0.0019,0.044,0.0372,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0861897477,Abante Global Funds Spanish Opportunities Class B,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0.93,1,BLOCKER
LU0862450516,JPMorgan Funds - Emerging Markets Dividend Fund D (acc) - EU,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9918,0.0001,0.0081,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0910636546,Goldman Sachs Emerging Markets Debt Blend Portfolio Other Cu,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0910636892,Goldman Sachs Emerging Markets Debt Blend Portfolio E Acc EU,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,1,0,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0918140210,T. Rowe Price Funds SICAV - US Smaller Companies Equity Fund,equity,US_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9739,0,0.0261,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0920839429,Allianz Global Investors Fund - Allianz Europe Equity Growth,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.44,1,MEDIUM
LU0922333322,Fidelity Funds - Italy Fund A-Acc-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9881,0.0019,0.0101,0,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0926439992,Vontobel Fund - Emerging Markets Debt H (hedged) EUR Cap,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0002,1,0,0.0006,1.0008,0,100,0,0,100.0000,0,1,BLOCKER
LU0933684101,Incometric Equam Global Value A,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0935222900,Natixis AM Funds - Ostrum Euro Inflation R/A (EUR),FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0935230242,Natixis AM Funds - Ostrum Europe MinVol RE/A (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9914,0,0.0086,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0940719098,UBAM - Global High Yield Solution RHC EUR,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0986194024,SIH FCP - Equity Europe A Classic,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9541,0,0.0422,0.0037,1.0000,100,0,0,0,100.0000,2.5,2,BLOCKER
LU0995119665,Schroder International Selection Fund EURO Credit Conviction,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0995119749,Schroder International Selection Fund EURO Credit Conviction,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8889,0.1083,0.0028,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0995386439,EDM Inversion/Spanish Equity R EUR,EQUITY,EUROZONE_EQUITY,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1021288268,AB - Mortgage Income Portfolio A2 EUR Acc,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.005,1,0,0.0021,1.0071,0,100,0,0,100.0000,0.5,1,BLOCKER
LU1022658667,Franklin Euro Short Duration Bond Fund A(acc)EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9461,0.0412,0.0127,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1061675168,Goldman Sachs Frontier Markets Debt (Hard Currency) - X Cap ,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1066281574,SIH FCP - Equity Spain A Classic,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9453,0,0.0547,0,1.0000,100,0,0,0,100.0000,1.35,2,BLOCKER
LU1079477284,Allianz Emerging Markets Short Duration Bond AT (H2-EUR),FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1080015693,Edmond de Rothschild Fund - Emerging Credit A EUR Hedged,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9713,0.0266,0.0021,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1088692675,UBAM - Global Equity AC EUR,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1089088741,Allianz Global Investors Fund - Allianz Floating Rate Notes ,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1095739733,First Eagle Amundi Income Builder Fund Class AE-QD Shares,MIXED,MODERATE_ALLOCATION,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1103303167,Edmond de Rothschild Fund - US Value A EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9526,0.0069,0.0405,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1103307408,Goldman Sachs Absolute Return Tracker Portfolio Other Curren,ALTERNATIVE,UNKNOWN,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU1111642820,Eleva European Selection A2 EUR acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9291,0,0.0285,0.0424,1.0000,100,0,0,0,100.0000,1,1,BLOCKER
LU1120766388,Candriam Equities L Biotechnology Class C EUR Cap,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9764,0,0.0236,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1161086159,Amundi Funds - Emerging Markets Blended Bond A EUR (C),fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0001,0.7714,0.2172,0.0114,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1161526576,Edmond de Rothschild Fund - Bond Allocation R EUR Acc,fixed_income,CORPORATE_BOND,HIGH,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,1,0,0.0041,1.0041,50,50,0,0,100.0000,0,1,BLOCKER
LU1162516717,BlackRock Systematic Global Equity Absolute Return Fund A2 E,ALTERNATIVE,UNKNOWN,HIGH,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU1164219682,AXA World Funds - Euro Credit Total Return A Capitalisation ,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,1,0,0.0058,1.0058,0,100,0,0,100.0000,0.47,1,BLOCKER
LU1164220854,AXA World Funds - Euro Credit Total Return E Capitalisation ,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.976563,0,0.023438,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1165644672,IVO Funds - IVO Emerging Markets Corporate Debt EUR R Acc,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0038,0.9606,0.0321,0.0034,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
LU1191877379,BlackRock Global Funds - European High Yield Bond Fund A2,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1206943596,Fidelity Active Strategy - FAST - Emerging Markets Fund A-AC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1213836080,Fidelity Funds - Global Technology Fund A-Acc-EUR,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.982,0.0019,0.0013,0.0149,1.0001,100,0,0,0,100.0000,0.74,1,BLOCKER
LU1223083087,Schroder International Selection Fund Global Gold A Accumula,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9486,0.0024,0.047,0.002,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU1223084051,Schroder International Selection Fund Global Gold A Accumula,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9486,0.0024,0.047,0.002,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU1244893696,Edmond de Rothschild Fund - Big Data A-EUR accumulating,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9605,0.0046,0.0349,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1244895394,Edmond de Rothschild Fund - Big Data R EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9487,0.0023,0.049,0,1.0000,100,0,0,0,100.0000,0.5,1,BLOCKER
LU1245469744,Flossbach von Storch - Multiple Opportunities II ET,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.7808,0.0387,0.0783,0.1021,0.9999,50,50,0,0,100.0000,0.9,1,BLOCKER
LU1245470593,Flossbach von Storch - Multi Asset Defensive ET,MIXED,CONSERVATIVE_ALLOCATION,LOW,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0,0,OK
LU1254412460,abrdn SICAV I - Indian Bond Fund A Acc EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9759,0.0241,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1276000236,Edmond de Rothschild Fund - Income Europe R EUR,MIXED,CONSERVATIVE_ALLOCATION,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0,0,OK
LU1278917452,DWS Invest CROCI Sectors Plus LC,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1278917536,DWS Invest CROCI Sectors Plus NC,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1279334483,Pictet - Robotics R EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9671,0.0009,0.0319,0,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
LU1295551144,Capital Group New Perspective Fund (LUX) B (EUR),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9628,0,0.0346,0.0026,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU1298174530,CT (Lux) - Global Multi Asset Income Class AE (EUR Accumulat,MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1299306321,Carmignac Portfolio Sécurité AW EUR Acc,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.7586,0.2394,0.0021,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1299311164,Carmignac Portfolio Investissement A EUR Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9822,0,0.0178,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1299311834,Carmignac Portfolio Investissement E EUR Acc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9863,0,0.0137,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1301026388,Sycomore Fund SICAV - Sycomore Europe Happy@Work RC EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9621,0.0006,0.0372,0.0001,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1304666057,Allianz Global Investors Fund - Allianz Dynamic Multi Asset ,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU1317704135,Carmignac Portfolio Long-Short European Equities E EUR Acc,ALTERNATIVE,UNKNOWN,HIGH,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU1321847805,BlackRock Strategic Funds - Emerging Markets Equity Strategi,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9786,0.0119,0.0094,0,0.9999,100,0,0,0,100.0000,1.14,2,BLOCKER
LU1330191542,Magallanes Value Investors UCITS European Equity R EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9318,0,0.0682,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1333148903,Azvalor Lux SICAV Azvalor International R,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9679,0.0095,0.0226,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1340702932,MFS Meridian Funds - Global Opportunistic Bond Fund A1 EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.7456,0.2534,0.001,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1353951376,AXA World Funds - Global Inflation Short Duration Bonds E Ca,FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1362999481,Robeco High Yield Bonds D €,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0006,0.9887,0.0065,0.0043,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1372006947,Cobas LUX SICAV - Cobas Selection Fund Class P Acc EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9693,0.0121,0.0185,0,0.9999,100,0,0,0,100.0000,0,1,BLOCKER
LU1373035234,BlackRock Strategic Funds - BSF Systematic Style Factor Fund,ALTERNATIVE,UNKNOWN,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU1378878430,Morgan Stanley Investment Funds - Asia Opportunity Fund A,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.971145,0.008735,0.02012,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1383852487,Allianz Global Investors Fund - Allianz Floating Rate Notes ,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1391767586,Fidelity Funds - Global Financial Services Fund A-Acc-EUR,equity,SECTOR_EQUITY_FINANCIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9827,0.0016,0.0045,0.0112,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU1442549025,MFS Meridian Funds - Prudent Capital Fund A1 EUR,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.5717,0.2872,0.099,0.0421,1.0000,50,50,0,0,100.0000,1,1,BLOCKER
LU1481179858,Capital Group New World Fund (LUX) B (EUR),EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1481583711,Flossbach von Storch - Bond Opportunities RT,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0034,0.9419,0.041,0.0137,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1486845537,ODDO BHF Euro Credit Short Duration CR-EUR,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9224,0.0776,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1499628912,Amundi S.F. - Diversified Short-Term Bond Select E EUR ND,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1529955046,Eurizon Fund - Bond Aggregate RMB Class R EUR Acc,fixed_income,CORPORATE_BOND,MEDIUM,0.75,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0019,1,0,0,1.0019,0,100,0,0,100.0000,0.91,1,BLOCKER
LU1542714578,Goldman Sachs Europe Sustainable Equity - X Cap EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9675,0,0.0071,0.0255,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU1548496022,Allianz Global Investors Fund - Allianz Dynamic Multi Asset ,MIXED,CONSERVATIVE_ALLOCATION,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0,0,OK
LU1548497699,Allianz Global Investors Fund - Allianz Global Artificial In,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9659,0.0023,0.0266,0.0052,1.0000,100,0,0,0,100.0000,0.88,1,BLOCKER
LU1578889864,Ninety One Global Strategy Fund - Global Gold Fund A Acc EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9948,0.0001,0.0051,0,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU1582984149,M&G (Lux) European Inflation Linked Corporate Bond Fund EUR ,FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1582988306,M&G (Lux) Dynamic Allocation Fund EUR B Acc,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.2032,0.3872,0.3599,0.0497,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
